"gene","log2FoldChange","padj","significant"
"ARHGAP26",-0.240173482815073,0.401544481989925,FALSE
"KDM3A",0.193012017929558,0.401544481989925,FALSE
"RP11-274B21.1",-0.551962062962796,0.401544481989925,FALSE
"SHPRH",-0.388046437634458,0.401544481989925,FALSE
"NAMPT",-0.344556364980797,0.401544481989925,FALSE
"PHACTR4",-0.165599442892708,0.401544481989925,FALSE
"ATHL1",0.637199183623023,0.401544481989925,FALSE
"HEY2",0.47901334981629,0.401544481989925,FALSE
"CTC-487M23.6",-0.456414292337545,0.401544481989925,FALSE
"REL",-0.372600978689695,0.401544481989925,FALSE
"RARA",0.387456944605333,0.401544481989925,FALSE
"RP11-1099M24.6",-0.449499952120092,0.401544481989925,FALSE
"C1orf132",-0.680229137850251,0.401544481989925,FALSE
"SLC39A14",-0.25294674527857,0.403688433928242,FALSE
"TGFB2",0.592904960709872,0.403688433928242,FALSE
"C2orf48",0.581644150076684,0.403988867701729,FALSE
"CXCR2",-0.721139891629299,0.40864001957124,FALSE
"MTND4P12",-1.06170548636274,0.40864001957124,FALSE
"SLC4A11",0.672665161770888,0.40864001957124,FALSE
"ALDOB",-0.836526401256339,0.40864001957124,FALSE
"FKBP11",-0.294400677873942,0.40864001957124,FALSE
"CLTC",-0.172546431336296,0.409902307816,FALSE
"CTD-2328D6.1",-0.723544909639809,0.409902307816,FALSE
"DLGAP3",0.470073731074838,0.414158578140737,FALSE
"ANKRD36BP2",-0.790624018394303,0.417475607650944,FALSE
"RNF144B",-0.368985441896178,0.426534182633826,FALSE
"RP11-894P9.1",-0.488606952744068,0.426534182633826,FALSE
"RPL29P11",-0.484456831671011,0.426534182633826,FALSE
"GBAP1",0.269185031654387,0.429362711808195,FALSE
"NLRP6",-0.761541437353566,0.431711241137339,FALSE
"MAPT",0.744419871175165,0.44561520030505,FALSE
"SMG1P5",-0.505191131393835,0.44561520030505,FALSE
"RAB2A",-0.178188695689201,0.44561520030505,FALSE
"C1QL3",-0.607983438066195,0.44561520030505,FALSE
"CHN2",-0.411327788710932,0.44561520030505,FALSE
"IDO1",0.995322296197083,0.44561520030505,FALSE
"SLC30A7",-0.244668015799557,0.44561520030505,FALSE
"CFI",-0.471035267932952,0.44561520030505,FALSE
"IGFBP6",0.645277713242837,0.44561520030505,FALSE
"FAM24B",0.403118627799361,0.44561520030505,FALSE
"RP11-164J13.1",0.487789355376165,0.44561520030505,FALSE
"SEL1L3",-0.194062315431025,0.44561520030505,FALSE
"TBC1D12",-0.211100665233013,0.44561520030505,FALSE
"RBM17",0.135796126847911,0.44561520030505,FALSE
"RP11-379F4.4",-0.529451547846185,0.44561520030505,FALSE
"SP6",-0.538100944074462,0.44567574486376,FALSE
"CTB-63M22.1",0.523065034475463,0.44567574486376,FALSE
"CEP83-AS1",0.331770648288488,0.448600275644201,FALSE
"AGR2",-0.525454078071816,0.449408978686166,FALSE
"CNN1",1.05733935867912,0.453347535675143,FALSE
"RP5-1056H1.2",0.408126526483769,0.453347535675143,FALSE
"EPHB6",0.903952756047969,0.454057951452148,FALSE
"CTD-2540F13.2",0.575218596889733,0.455358935197329,FALSE
"RP11-326C3.2",0.808649998840533,0.455358935197329,FALSE
"RP11-148K1.12",0.392521037060017,0.458874417373382,FALSE
"QRICH2",0.34864450984893,0.464286871017569,FALSE
"RP11-680G24.5",-0.552331495936333,0.467868442636597,FALSE
"RP11-677M14.7",0.360293675649564,0.467868442636597,FALSE
"CTC-329D1.2",0.265035682944739,0.46799067349204,FALSE
"NFATC2IP",0.15218198285548,0.470835018335464,FALSE
"RP11-250B2.6",-0.352520183950006,0.470835018335464,FALSE
"LINC00957",0.333449447130701,0.475166673742818,FALSE
"RNF207",0.402993155502439,0.475493970062479,FALSE
"MUC5B",-0.896222530838266,0.475493970062479,FALSE
"SLC18A2",-0.416809296743167,0.476461783250487,FALSE
"ZNF805",-0.266008857747871,0.476461783250487,FALSE
"RUNX2",-0.434738345802746,0.476817555600299,FALSE
"CCDC47",-0.17194074351963,0.477880764661378,FALSE
"WNT4",-0.543419247227541,0.480717432793229,FALSE
"GCNT1",0.29177110005778,0.486667357728059,FALSE
"ZNF343",0.232119078014048,0.492178926131542,FALSE
"RP4-798A10.2",-0.382157909097254,0.494704424821442,FALSE
"AXIN2",-0.499006146791448,0.495719768531173,FALSE
"MIR4697HG",0.598253892063545,0.495719768531173,FALSE
"RP11-82L18.2",0.540819117125201,0.495719768531173,FALSE
"UCHL1",0.692336628884436,0.495719768531173,FALSE
"FZD10-AS1",-0.696870378462358,0.496355729282553,FALSE
"AC156455.1",0.54961409088409,0.496355729282553,FALSE
"LINC00852",-0.359401916497259,0.499130590957403,FALSE
"REC8",0.413698949907068,0.500001016864819,FALSE
"AC093162.5",0.348666851953248,0.500001016864819,FALSE
"RP11-582J16.4",-0.509086712437,0.50179175336722,FALSE
"AQP9",-0.764754982295954,0.50670679685311,FALSE
"LYPD3",-0.670289961355689,0.50670679685311,FALSE
"NUDT17",0.268049521906617,0.50670679685311,FALSE
"AC009237.8",0.674837962334036,0.50670679685311,FALSE
"RHOBTB1",-0.315699842196033,0.50670679685311,FALSE
"LGALS2",-0.742676641473209,0.50670679685311,FALSE
"CDHR3",0.325570949343267,0.50670679685311,FALSE
"IL1RL2",0.545525423304917,0.50670679685311,FALSE
"CAMK2N1",-0.376967471048975,0.50670679685311,FALSE
"AC022007.5",0.237727350539635,0.50670679685311,FALSE
"RP11-686O6.2",0.313603834265212,0.51131329538717,FALSE
"ABCC2",-0.766875172916366,0.51131329538717,FALSE
"DMPK",0.373246910147184,0.51131329538717,FALSE
"CTC-429P9.2",-0.28084710165732,0.51131329538717,FALSE
"FLNC",0.841212778273843,0.511334746277162,FALSE
"ENTPD7",-0.22500806750843,0.511334746277162,FALSE
"CHMP4BP1",0.341425544700388,0.511334746277162,FALSE
"RP11-61J19.5",0.324577961419137,0.511334746277162,FALSE
"RP5-894A10.6",-0.347023671304178,0.511334746277162,FALSE
"SPIDR",-0.16005426530767,0.511334746277162,FALSE
"MPP2",0.496566040448977,0.518618314832243,FALSE
"EGFL8",0.341823450175741,0.518618314832243,FALSE
"HIST2H2AC",-0.511955764876547,0.518618314832243,FALSE
"VPS13C",-0.282713907129447,0.518692117411834,FALSE
"DDX12P",0.345281217218028,0.519428763152202,FALSE
"NBEAL1",-0.470837387644604,0.519584076459599,FALSE
"PRDM1",-0.359285879210093,0.521332039991132,FALSE
"AKAP5",-0.45540269169919,0.523805162489658,FALSE
"CTA-363E6.6",-0.434999233965241,0.524250725646978,FALSE
"SOX6",-0.555745247984005,0.524250725646978,FALSE
"MSTO2P",0.277856313617603,0.525809313617604,FALSE
"TBX18",-0.821987613729143,0.525809313617604,FALSE
"RP11-325K4.3",-0.364843161629182,0.525919387466864,FALSE
"HMGN2P5",-0.424305652922346,0.528161436780434,FALSE
"PHACTR3",0.743035959884876,0.529139196246991,FALSE
"NAIP",-0.510325192946914,0.531776690101307,FALSE
"PCDHGA1",0.469617168048768,0.531776690101307,FALSE
"ASAH1",-0.209723814536376,0.531840918176016,FALSE
"SLC39A8",-0.338991766915734,0.537033833843356,FALSE
"ZNF496",0.169713353675408,0.539210042217181,FALSE
"TMEM80",0.204860361486768,0.540981016470529,FALSE
"CREB3L2",-0.216519228516951,0.540981016470529,FALSE
"URB1-AS1",0.264265393508975,0.540981016470529,FALSE
"ANXA2P1",-0.472742264001255,0.540981016470529,FALSE
"CTD-2547G23.4",0.380084628219827,0.540981016470529,FALSE
"RDH16",-0.54812155232864,0.540981016470529,FALSE
"ASPH",-0.256902821490237,0.540981016470529,FALSE
"RAMP2-AS1",0.513282527787518,0.540981016470529,FALSE
"ADIRF-AS1",0.40434919208782,0.540981016470529,FALSE
"RPL18AP3",-0.541685812968894,0.540981016470529,FALSE
"CDKN2A",0.666831559302625,0.540981016470529,FALSE
"DDX60L",-0.335603556529748,0.540981016470529,FALSE
"TMPRSS9",0.418847560657093,0.540981016470529,FALSE
"PAX6",0.335546904339778,0.540981016470529,FALSE
"TRIM9",0.663785243826468,0.540981016470529,FALSE
"IKBKB",-0.195337469256259,0.540981016470529,FALSE
"ACTG2",1.03133129411361,0.540981016470529,FALSE
"TRAM1",-0.246034134904958,0.540981016470529,FALSE
"IL23A",-0.553205931791473,0.540981016470529,FALSE
"TERT",0.537040359705363,0.540981016470529,FALSE
"TLR2",-0.464193560513201,0.543773182012337,FALSE
"EFNB3",0.433518220672016,0.543773182012337,FALSE
"PPFIA4",0.496478947080457,0.544151478752684,FALSE
"ZNF674-AS1",0.245654461700719,0.544151478752684,FALSE
"AC116366.6",-0.385575069450633,0.544151478752684,FALSE
"AGAP4",0.302129466037418,0.544151478752684,FALSE
"MAT1A",0.794199720224331,0.544151478752684,FALSE
"SGIP1",-0.49211004721281,0.544151478752684,FALSE
"RP5-1142A6.10",0.302229214807693,0.544151478752684,FALSE
"PYCR2",0.18533904487513,0.544151478752684,FALSE
"SPATA5L1",0.181247409358284,0.545714877085974,FALSE
"PPIAP29",0.661860715968404,0.545714877085974,FALSE
"F2RL2",-0.476011510035928,0.546807103233648,FALSE
"TMEM165",-0.207962163528392,0.546807103233648,FALSE
"TDRD6",-0.407646490023857,0.550315460666325,FALSE
"RET",-0.724126062061733,0.550887100697635,FALSE
"AC016831.7",-0.560220014357717,0.550887100697635,FALSE
"ERMAP",-0.191057607374643,0.551919452217068,FALSE
"NSUN6",0.169832840386145,0.553170414776484,FALSE
"EDA",-0.589941297216794,0.553170414776484,FALSE
"SMOC2",0.578607127696607,0.553170414776484,FALSE
"CMB9-55F22.1",0.360279167236253,0.553170414776484,FALSE
"AC104667.3",0.417037900090573,0.553170414776484,FALSE
"RP11-158H5.7",-0.303538817679933,0.553170414776484,FALSE
"CTD-2228K2.7",0.548467206784394,0.553170414776484,FALSE
"TSPYL2",0.252794187130467,0.553170414776484,FALSE
"DCAF7",-0.145831373458988,0.553170414776484,FALSE
"SYN1",0.467811174313447,0.553170414776484,FALSE
"SAP30L-AS1",-0.458688603648733,0.553170414776484,FALSE
"ATP8B3",-0.502503506259439,0.558061184170129,FALSE
"AKAP8L",0.1672756341129,0.558061184170129,FALSE
"GRIPAP1",0.166862964815325,0.560925075935349,FALSE
"RP11-147L13.15",0.37468504416461,0.560925075935349,FALSE
"HIST2H2BE",0.382728705528072,0.560925075935349,FALSE
"IGF2",-1.23960017515505,0.560925075935349,FALSE
"RSPH9",-0.291891396554572,0.566403214606755,FALSE
"CUZD1",0.376601540881394,0.569400371923416,FALSE
"MACROD2",0.46569696502175,0.57456571315757,FALSE
"WNT10A",0.617363271956663,0.57456571315757,FALSE
"LINC00638",0.338269525902931,0.57456571315757,FALSE
"CTA-292E10.9",-0.353873050880235,0.57456571315757,FALSE
"DGKH",-0.402974524038942,0.57456571315757,FALSE
"RP11-266L9.8",0.405835925570506,0.57456571315757,FALSE
"MUC5AC",-1.19590995253242,0.57456571315757,FALSE
"TULP3",0.248495064410361,0.57456571315757,FALSE
"GPR173",0.415403742644077,0.57456571315757,FALSE
"CXCL8",-0.778577988187012,0.57456571315757,FALSE
"ITFG2",0.214044057198612,0.57456571315757,FALSE
"STK35",0.193965618047904,0.57456571315757,FALSE
"RP5-857K21.6",-0.827427989203732,0.57456571315757,FALSE
"TRIM13",-0.217097339063617,0.57456571315757,FALSE
"CSF3R",-0.555198773956793,0.57456571315757,FALSE
"ZNF133",0.230517525761644,0.57456571315757,FALSE
"GAPDHP65",-0.653656525447564,0.57456571315757,FALSE
"RP11-1023L17.1",-0.523067710153012,0.57456571315757,FALSE
"NAT8L",-0.765301998722555,0.57456571315757,FALSE
"LMAN2L",0.154739207349353,0.57456571315757,FALSE
"DNM3OS",-0.54088017609633,0.57456571315757,FALSE
"FZD6",-0.209941366239498,0.57456571315757,FALSE
"FTLP2",-0.500666253176137,0.57456571315757,FALSE
"INSC",-0.522262142182695,0.57456571315757,FALSE
"CTC-524C5.2",0.290868270709893,0.57456571315757,FALSE
"STARD4-AS1",-0.480405409574547,0.57456571315757,FALSE
"KRT18P11",0.4244600972,0.57456571315757,FALSE
"RP11-253E3.3",0.351701430780905,0.57456571315757,FALSE
"FNDC3B",-0.229840389127092,0.57456571315757,FALSE
"HCG4B",0.391169583398082,0.57456571315757,FALSE
"ALDOC",0.385345705325961,0.57456571315757,FALSE
"FAM64A",0.30063006698302,0.57456571315757,FALSE
"KIF19",-0.795318488407807,0.57456571315757,FALSE
"PYGM",0.783744810502684,0.57456571315757,FALSE
"NBPF15",0.256507951992756,0.57456571315757,FALSE
"ZNF815P",0.245176104471606,0.57456571315757,FALSE
"CKMT2",-0.849722762344346,0.57456571315757,FALSE
"IGSF9B",0.493201386450827,0.57456571315757,FALSE
"ZFYVE16",-0.227177385539005,0.575063458496069,FALSE
"SPOPL",-0.184388681643047,0.575063458496069,FALSE
"CACNA1C",0.494757780597687,0.575063458496069,FALSE
"EEPD1",0.276754368318311,0.57834001054269,FALSE
"PAPPA",-0.521338343411655,0.579676350618831,FALSE
"FBN2",-0.428102875756196,0.579676350618831,FALSE
"FAM213A",0.245481446463694,0.5803849596713,FALSE
"RP13-104F24.3",0.310796899700852,0.5803849596713,FALSE
"CPD",-0.216627716680227,0.581631523291922,FALSE
"RP5-1059L7.1",0.458215715323135,0.581631523291922,FALSE
"GBP5",-0.672526598839687,0.581631523291922,FALSE
"NOD2",-0.389168443927844,0.581631523291922,FALSE
"RRN3P1",0.322628794764126,0.581631523291922,FALSE
"FKBP4",0.291656615591189,0.584024451096902,FALSE
"DYNC1I1",0.644140838646592,0.584024451096902,FALSE
"ARSB",-0.259111191546884,0.58495650476647,FALSE
"RP11-235E17.6",0.357438626186241,0.58495650476647,FALSE
"USP3-AS1",-0.35112880153596,0.58495650476647,FALSE
"AGAP10",0.308487753677413,0.593907217869832,FALSE
"ERBB2",0.404914133806972,0.593907217869832,FALSE
"EIF3J-AS1",0.167239996827643,0.60147707435033,FALSE
"MIR143HG",-0.926061689417991,0.60147707435033,FALSE
"MIR210HG",0.390508960567422,0.60147707435033,FALSE
"CYP7B1",-0.542468576028887,0.60147707435033,FALSE
"RP11-79H23.3",-0.516099935025823,0.60147707435033,FALSE
"LNP1",0.271654236405894,0.60147707435033,FALSE
"PTK2",-0.163962893828362,0.60147707435033,FALSE
"STX1B",0.451168204390418,0.602213887913877,FALSE
"SMG1P3",-0.422496474856813,0.60668809604064,FALSE
"MEFV",-0.556580433878497,0.60668809604064,FALSE
"GPHN",0.232512471424676,0.606905406647369,FALSE
"SPTBN5",0.573774659314556,0.606905406647369,FALSE
"CASS4",-0.41798258077682,0.608286945676953,FALSE
"NEURL3",-0.512736421366431,0.608286945676953,FALSE
"FAHD2CP",0.255522455845052,0.609796589163751,FALSE
"SEC24A",-0.210218666453675,0.61019290631827,FALSE
"HLA-DRB5",-0.6149259682231,0.61225904505434,FALSE
"C11orf65",-0.455816091128136,0.61225904505434,FALSE
"STRA13",-0.298101817417193,0.61225904505434,FALSE
"C11orf80",-0.189114300945453,0.61225904505434,FALSE
