"gene","log2FoldChange","padj","significant"
"CXCL6",-0.448136253287167,0.890284613526328,FALSE
"NT5DC2",-0.200447003097233,0.890284613526328,FALSE
"CYBB",-0.30161212955309,0.890284613526328,FALSE
"EIF3F",0.105528090609791,0.890284613526328,FALSE
"TRIM52",0.147513255162958,0.890828744083236,FALSE
"IGKV4-1",-0.494680082705277,0.891314443122311,FALSE
"NGDN",0.0981324246306995,0.891314443122311,FALSE
"DGCR11",-0.156279386785734,0.891960744048291,FALSE
"TPM3P9",0.170570739063449,0.891960744048291,FALSE
"C11orf45",0.234700225376176,0.891960744048291,FALSE
"PURA",-0.145501763199838,0.891960744048291,FALSE
"SPINK4",-0.643659009323372,0.892203740654071,FALSE
"HSD3B7",0.167357103216658,0.892203740654071,FALSE
"CLEC10A",-0.413975397124021,0.892203740654071,FALSE
"ACSS3",-0.309665568439434,0.892203740654071,FALSE
"B4GALT6",-0.182206224488515,0.892203740654071,FALSE
"RP11-206L10.9",-0.259444546897554,0.892203740654071,FALSE
"LINC01116",0.284509471370857,0.892370163055081,FALSE
"PDIK1L",-0.113695092940603,0.893423052949949,FALSE
"ATG9B",0.30605607238879,0.893423052949949,FALSE
"PARP8",-0.189208827713863,0.893423052949949,FALSE
"RP11-191G24.1",-0.225945703279227,0.893423052949949,FALSE
"HNRNPKP4",-0.319392696946197,0.893423052949949,FALSE
"SLC25A51",-0.096647855998583,0.894177882548229,FALSE
"LEMD3",-0.0932691019702887,0.894177882548229,FALSE
"RAPGEF2",-0.13037054895655,0.894343853358465,FALSE
"FSIP2",-0.449728367162451,0.894647951770447,FALSE
"RNF20",0.0782115913282729,0.896382048066974,FALSE
"RPL37P2",-0.344146953314321,0.896525398003213,FALSE
"WBP5",0.206140940163003,0.896525398003213,FALSE
"IGLV3-25",-0.49547116315212,0.896525398003213,FALSE
"SAT2",0.140336431543537,0.896525398003213,FALSE
"RIMKLB",0.28717918884371,0.896525398003213,FALSE
"CCDC184",0.245208290307789,0.896525398003213,FALSE
"CEP112",-0.18708783604895,0.896525398003213,FALSE
"SNHG21",0.181945242939285,0.896844744195686,FALSE
"TBC1D10B",0.0868580132517383,0.897072636898248,FALSE
"BTNL3",-0.385831704372886,0.897821810973611,FALSE
"MAN1A2",-0.126561446036652,0.897919168346135,FALSE
"CACNB3",0.118902094743236,0.897919168346135,FALSE
"NADK2",-0.125523687161324,0.897919168346135,FALSE
"EPT1",-0.111221330754467,0.897919168346135,FALSE
"IGLV1-40",-0.509595881428447,0.897919168346135,FALSE
"NADSYN1",0.108624352119999,0.897919168346135,FALSE
"REV3L",-0.176338862552128,0.897919168346135,FALSE
"C11orf98",0.183108907335152,0.897919168346135,FALSE
"HIST1H2BD",0.226543720826179,0.897919168346135,FALSE
"IGF2R",-0.112301905083455,0.897919168346135,FALSE
"LRRC27",0.10839430754055,0.897919168346135,FALSE
"ISYNA1",0.286895720212944,0.897919168346135,FALSE
"KIAA1468",-0.114274327340133,0.897919168346135,FALSE
"SAPCD1",0.280407274391491,0.897919168346135,FALSE
"NKRF",0.144019984957221,0.897919168346135,FALSE
"TSC1",0.0890901419879953,0.897919168346135,FALSE
"SCARB2",-0.10601191050599,0.897919168346135,FALSE
"RP11-4O1.2",0.150680394439599,0.897919168346135,FALSE
"AHNAK2",0.379830349242915,0.897919168346135,FALSE
"RP11-274B21.13",-0.249795352107995,0.897919168346135,FALSE
"RP3-412A9.16",-0.270676537911623,0.897919168346135,FALSE
"IGLV2-8",-0.523246538067324,0.897919168346135,FALSE
"FAM3C2",0.187815423394964,0.897919168346135,FALSE
"TGFB1I1",0.242899462688803,0.897919168346135,FALSE
"TBRG1",0.080782283861043,0.897919168346135,FALSE
"KDM6A",-0.132892788732747,0.897936893028216,FALSE
"RXFP4",0.295948528320202,0.898187924538711,FALSE
"LRP2BP",-0.269992493739523,0.898187924538711,FALSE
"CENPT",0.124234975261572,0.898410860540773,FALSE
"ZGLP1",0.1952780141943,0.898410860540773,FALSE
"PYGO2",0.074354903044285,0.898410860540773,FALSE
"TSPAN13",-0.192948762459589,0.898410860540773,FALSE
"ATPIF1",-0.135130168895758,0.898410860540773,FALSE
"C9orf78",0.08477710841253,0.898410860540773,FALSE
"MYOM3",-0.33359732399038,0.898410860540773,FALSE
"ZNF485",0.143698917134957,0.898410860540773,FALSE
"DHX38",0.100659865425974,0.898410860540773,FALSE
"MORC3",-0.114066599445723,0.898410860540773,FALSE
"TRMT2B",0.102827940864563,0.898410860540773,FALSE
"CCDC22",0.128018538086428,0.898410860540773,FALSE
"SEC24B",-0.0839298709669071,0.898410860540773,FALSE
"C17orf58",-0.121650710505995,0.898410860540773,FALSE
"ADAMTS13",0.225789123222367,0.898410860540773,FALSE
"ZNRD1",0.134486479222536,0.898410860540773,FALSE
"PLEKHM1P",0.144966479701622,0.898410860540773,FALSE
"EEF1A1P7",-0.268488974215682,0.898410860540773,FALSE
"MARCH1",-0.25514047603239,0.898410860540773,FALSE
"PTPN22",-0.238332203300878,0.898410860540773,FALSE
"ANKRD13C",-0.106639907595314,0.898410860540773,FALSE
"ANKRD12",-0.186559795734219,0.898410860540773,FALSE
"HIC2",-0.133027568149346,0.898410860540773,FALSE
"SHOC2",-0.11924296170894,0.898410860540773,FALSE
"PWAR6",-0.447549043585556,0.898410860540773,FALSE
"RAP2C-AS1",-0.229385485463957,0.898410860540773,FALSE
"RAD52",0.119264642057329,0.898410860540773,FALSE
"NCK1-AS1",0.137471411207262,0.898410860540773,FALSE
"ZNF48",0.11630099453324,0.898410860540773,FALSE
"RBM3",-0.134628526132511,0.898410860540773,FALSE
"NNAT",0.382468058255083,0.898410860540773,FALSE
"SLC35A2",0.118781446482283,0.898410860540773,FALSE
"TBCCD1",0.0852949945305349,0.898410860540773,FALSE
"ZNF691",0.09440718573183,0.898410860540773,FALSE
"ZNF330",0.0814837259730099,0.898410860540773,FALSE
"AGFG1",-0.0820791574497318,0.898410860540773,FALSE
"SCRIB",-0.17758652221114,0.898410860540773,FALSE
"ETAA1",-0.119875969241153,0.898410860540773,FALSE
"N6AMT2",0.174061304499321,0.898410860540773,FALSE
"SURF6",0.118822165358982,0.898410860540773,FALSE
"ZNF142",0.100805190182471,0.898410860540773,FALSE
"NKAP",0.118426802202834,0.898410860540773,FALSE
"PRPF40B",0.141339849799394,0.898410860540773,FALSE
"SF3B4",0.094187772161258,0.898410860540773,FALSE
"NR1I3",0.208508440975625,0.898410860540773,FALSE
"APOL1",-0.291871802832483,0.898410860540773,FALSE
"EMP2",-0.122621592881071,0.898410860540773,FALSE
"LL22NC03-86G7.1",-0.17826586145201,0.898410860540773,FALSE
"MCF2L2",-0.209719641559735,0.898410860540773,FALSE
"GALNT16",0.426934402823855,0.898410860540773,FALSE
"SP4",0.160349229588611,0.898410860540773,FALSE
"IDH3G",0.168456178958837,0.898410860540773,FALSE
"CTB-39G8.3",0.195230169841743,0.898410860540773,FALSE
"AFF1",-0.145144556000732,0.898410860540773,FALSE
"PCGF2",0.149860769243146,0.898410860540773,FALSE
"ZNF587",-0.154953951009336,0.898410860540773,FALSE
"ATP6V1C1",-0.113634976401471,0.898410860540773,FALSE
"RP11-152N13.5",0.162895197438235,0.898410860540773,FALSE
"DCTN1",0.0984928866532679,0.898410860540773,FALSE
"NAPA-AS1",-0.175037383840776,0.898410860540773,FALSE
"NCAPD2",0.117526293418187,0.898410860540773,FALSE
"AC002116.7",0.182570943200904,0.898410860540773,FALSE
"STEAP2",-0.216201623802696,0.898410860540773,FALSE
"RP11-22L13.1",0.329614087318078,0.898410860540773,FALSE
"MAPKAPK5",-0.086291019763876,0.898410860540773,FALSE
"CTD-2649C14.2",0.220937122325206,0.898410860540773,FALSE
"CIDECP",0.10121969372899,0.898410860540773,FALSE
"CCT5",0.109478729918154,0.898410860540773,FALSE
"ZNF318",0.103905263175298,0.898410860540773,FALSE
"LMBR1L",0.0812175481661625,0.898410860540773,FALSE
"METTL9",-0.0863946851645321,0.898410860540773,FALSE
"PPP1R16B",-0.290342460744414,0.898410860540773,FALSE
"RP4-724E16.2",-0.260679861784024,0.898410860540773,FALSE
"ITCH",-0.113750026857242,0.898410860540773,FALSE
"MTPAP",0.099096570049195,0.898410860540773,FALSE
"FAM13A-AS1",-0.250373658314088,0.898410860540773,FALSE
"SIN3B",0.0904129662573671,0.898410860540773,FALSE
"RASL11B",-0.332808975387611,0.898410860540773,FALSE
"ZSCAN22",-0.0948959857975426,0.898410860540773,FALSE
"HNF4G",-0.158378360481657,0.898410860540773,FALSE
"PLAGL2",-0.19105461205343,0.898410860540773,FALSE
"U3",-0.272907277166803,0.898672035569755,FALSE
"SNHG15",0.169363157551275,0.898672035569755,FALSE
"RPL21",0.174368270332364,0.898672035569755,FALSE
"RGAG4",0.295519376907087,0.898672035569755,FALSE
"FLOT1",0.112905378578589,0.898672035569755,FALSE
"PGM2L1",-0.178885201502439,0.898672035569755,FALSE
"AC144652.1",0.204021505966131,0.898672035569755,FALSE
"SLC25A24",-0.142682672229817,0.898672035569755,FALSE
"KDM4A-AS1",-0.194435250693699,0.898672035569755,FALSE
"KCNJ8",0.252435293415919,0.898672035569755,FALSE
"PRKCQ-AS1",0.228115668006312,0.898672035569755,FALSE
"DNAJC3",-0.117703180727773,0.898672035569755,FALSE
"RPL19",0.148081080648195,0.898672035569755,FALSE
"VCL",0.176074617949305,0.898672035569755,FALSE
"GSDMA",0.333748971361579,0.898672035569755,FALSE
"KREMEN2",0.313360008858442,0.898672035569755,FALSE
"HS6ST2",0.430415826642025,0.898672035569755,FALSE
"IKBKG",0.122909629303826,0.898672035569755,FALSE
"GUCY1A2",-0.32773432395232,0.898672035569755,FALSE
"MAEA",-0.105563654846073,0.898672035569755,FALSE
"RNASE4",-0.203107283146194,0.898672035569755,FALSE
"PRR19",0.194737946968131,0.898672035569755,FALSE
"KCNC4",-0.162758893647106,0.898672035569755,FALSE
"TTL",-0.107411009928077,0.898672035569755,FALSE
"TPD52L1",0.213017584061868,0.898672035569755,FALSE
"HOOK1",-0.144803658319652,0.898672035569755,FALSE
"DOCK8",-0.264506587868277,0.898672035569755,FALSE
"GAN",-0.162979129561169,0.898672035569755,FALSE
"OGT",0.159064094511487,0.899061854387564,FALSE
"CTBS",-0.138016596610023,0.899061854387564,FALSE
"ZNF595",0.287171986690288,0.899061854387564,FALSE
"FAM122A",-0.0945446135945145,0.899061854387564,FALSE
"IRF4",-0.394173949375465,0.899061854387564,FALSE
"STAT3",-0.0875178834228722,0.899126027468376,FALSE
"GARNL3",0.168330807662739,0.899126027468376,FALSE
"ADAM12",-0.434332949460455,0.899126027468376,FALSE
"FASTKD5",0.116961514707151,0.899126027468376,FALSE
"SLC25A18",0.150597929241922,0.899126027468376,FALSE
"RPL36A",0.172890268298162,0.899126027468376,FALSE
"CENPBD1",0.129634690245907,0.899126027468376,FALSE
"NBPF9",0.128539912885913,0.899126027468376,FALSE
"TCEANC2",-0.0858700042672423,0.899126027468376,FALSE
"SNAI1",0.196623322246136,0.899126027468376,FALSE
"CTDP1",-0.128282676008916,0.899126027468376,FALSE
"ACOT2",0.14410453537525,0.899126027468376,FALSE
"CAPRIN2",0.182063527033093,0.899126027468376,FALSE
"USP25",-0.103952432099957,0.899126027468376,FALSE
"FAM101B",-0.17758982988544,0.899126027468376,FALSE
"LAMP5",0.34823734646613,0.899126027468376,FALSE
"DENND5B",-0.200264768799177,0.899126027468376,FALSE
"RER1",-0.101304556127657,0.899126027468376,FALSE
"RP11-61K9.3",0.183423835692627,0.899126027468376,FALSE
"RP11-977G19.5",0.144854773319331,0.899126027468376,FALSE
"TRPS1",-0.323968762753987,0.899126027468376,FALSE
"NR4A1",0.276936676044307,0.899126027468376,FALSE
"CCDC134",-0.124487301321002,0.899126027468376,FALSE
"NOP58",0.134850520264935,0.899126027468376,FALSE
"SDSL",0.160618190271356,0.899126027468376,FALSE
"OTUD5",0.0974972716603428,0.899126027468376,FALSE
"PAPOLA",-0.0878866098378404,0.899126027468376,FALSE
"RABGGTB",-0.11938126055609,0.899126027468376,FALSE
"MBOAT2",-0.202990742305763,0.899126027468376,FALSE
"AHI1",-0.14234977793617,0.899126027468376,FALSE
"GALNT3",-0.139460307862151,0.899126027468376,FALSE
"TRIM25",-0.106346016472619,0.899388989478605,FALSE
"WBP11",0.0772541906245726,0.899388989478605,FALSE
"CORO2B",0.344983063859953,0.89941030813016,FALSE
"MIR429",0.26255416879503,0.89941030813016,FALSE
"MSH5-SAPCD1",0.25064686943662,0.89941030813016,FALSE
"RCHY1",-0.0978437513582683,0.89941030813016,FALSE
"RPS28P7",0.393963642994347,0.89941030813016,FALSE
"KLHL26",0.12933907612415,0.89941030813016,FALSE
"AC000123.3",-0.227750155022774,0.89941030813016,FALSE
"SYBU",-0.175483645139103,0.89941030813016,FALSE
"NRIP1",-0.1355326028403,0.89941030813016,FALSE
"CSNK1G1",-0.101875816275418,0.89941030813016,FALSE
"RP5-821D11.7",-0.133107071054625,0.89941030813016,FALSE
"KIAA1875",-0.342178708465835,0.89941030813016,FALSE
"FBXW4P1",-0.212338665703722,0.89941030813016,FALSE
"RP11-88E10.5",0.254077822866368,0.900537158891062,FALSE
"RPS23P8",-0.270649651252092,0.90061512183065,FALSE
"TMEM9B-AS1",0.168773951033616,0.902001559260171,FALSE
"CBR4",-0.130065233306938,0.902024658151704,FALSE
"BCAM",-0.239389222370135,0.902024658151704,FALSE
"ATP1A3",0.406737820017577,0.902024658151704,FALSE
"SEPT9",-0.107308030237229,0.902024658151704,FALSE
"RP11-320M2.1",0.156267887571339,0.902024658151704,FALSE
"CSRNP3",0.357080771289688,0.902024658151704,FALSE
"PLD4",-0.302727671159736,0.902024658151704,FALSE
"ZNF584",-0.115888509702038,0.902024658151704,FALSE
"PTGS1",0.34906676097542,0.902024658151704,FALSE
"ARFRP1",-0.134092771448241,0.902024658151704,FALSE
"AOC3",0.394582445637218,0.902024658151704,FALSE
"DOCK9",-0.121020234561235,0.902024658151704,FALSE
"STK36",0.126947084488424,0.902024658151704,FALSE
"CRACR2B",0.184054666000019,0.902024658151704,FALSE
"RP11-421L21.3",-0.166648236127519,0.902024658151704,FALSE
"DYRK4",-0.164757844444631,0.902024658151704,FALSE
"TNFAIP1",-0.0816633891703549,0.902024658151704,FALSE
"GPS2",0.141126217522494,0.902429658341662,FALSE
"RAB27A",-0.173568380574076,0.902429658341662,FALSE
"RPL4",0.117194902524264,0.902429658341662,FALSE
"TADA2A",0.100993632948788,0.902429658341662,FALSE
"ZNF767P",0.14328357713568,0.902429658341662,FALSE
"FAM222A",-0.247266059156525,0.902429658341662,FALSE
"NDE1",0.101032361493823,0.902429658341662,FALSE
"KIAA1244",-0.181757320208538,0.902429658341662,FALSE
"PSMD4",0.113054285986277,0.902429658341662,FALSE
"HENMT1",-0.202039306651562,0.902429658341662,FALSE
"IGHV1-46",-0.495258406011085,0.902429658341662,FALSE
"SRCIN1",0.25602747050235,0.902429658341662,FALSE
"TIMM22",0.120443219986613,0.902429658341662,FALSE
"ZNF692",0.158369071477208,0.902429658341662,FALSE
"RAB6B",0.256542167833713,0.902429658341662,FALSE
"KIAA1211",-0.274243781850247,0.902429658341662,FALSE
"SEL1L",-0.128058576035483,0.902429658341662,FALSE
"RP11-519G16.3",-0.259439503172303,0.902429658341662,FALSE
"IWS1",0.0771151808161277,0.902657692112576,FALSE
"CD9",0.125666476545812,0.902658562951094,FALSE
"IGLC7",-0.531445220200436,0.902658562951094,FALSE
"TARSL2",-0.112405287537649,0.902658562951094,FALSE
"AC006978.6",0.118136295783407,0.902658562951094,FALSE
"AC011298.2",-0.402186098818392,0.902658562951094,FALSE
"ZMAT3",-0.170553906647265,0.902658562951094,FALSE
"CLK3",0.0810699690837953,0.902658562951094,FALSE
"P2RY11",0.169257050597901,0.902658562951094,FALSE
"DTX3",0.220903025660651,0.902765902482226,FALSE
"GIGYF1",0.131575618320054,0.903387747335332,FALSE
"HSPA14",0.0908722328107814,0.903387747335332,FALSE
"WDR53",0.105143395287145,0.903890765623149,FALSE
"NLK",-0.0901836962257302,0.904217794773809,FALSE
"CSTF2",0.124325575614416,0.905476788903176,FALSE
"RP11-799D4.4",0.190489598352412,0.905476793721392,FALSE
"INO80D",-0.179540899879399,0.905476793721392,FALSE
"ST8SIA4",-0.23564958801778,0.905821404439626,FALSE
"NF1",-0.135297224963116,0.905857782210683,FALSE
"CTF1",0.302022031612493,0.905857782210683,FALSE
"RP11-90L1.8",-0.220500847653893,0.905857782210683,FALSE
"TOM1L1",-0.112788279294741,0.905857782210683,FALSE
"CXCL10",0.428606143501522,0.906934054493303,FALSE
"SSR3",-0.10302673328321,0.906934054493303,FALSE
"SLC16A11",-0.283243230892905,0.906934054493303,FALSE
"MRPL15",-0.137671976777954,0.90778104092336,FALSE
"ARG2",0.206248746504597,0.90778104092336,FALSE
"DHX15",-0.0758437817319549,0.90778104092336,FALSE
"NFAT5",-0.241227202098742,0.90778104092336,FALSE
"ART3",0.428195484481165,0.90806863102992,FALSE
"CCR2",-0.360055186202812,0.90806863102992,FALSE
"LANCL2",0.111202547891732,0.90806863102992,FALSE
"PPIC",0.145963854934147,0.90806863102992,FALSE
"RASGRP4",-0.274235602127688,0.90806863102992,FALSE
"CTC-241N9.1",0.151062567997357,0.90806863102992,FALSE
"ELFN1",0.218562556996027,0.90806863102992,FALSE
"PARP11",0.167764258026341,0.90806863102992,FALSE
"CDH6",-0.196820130027051,0.90806863102992,FALSE
"LTB4R2",0.241324953456094,0.908126698463508,FALSE
"BMPR2",-0.150449618934291,0.908126698463508,FALSE
"CHMP4C",-0.15762464085977,0.908126698463508,FALSE
"TMEM70",-0.128779526626483,0.908126698463508,FALSE
"SRP72",-0.0988944977103943,0.908126698463508,FALSE
"PIGF",-0.100299087030326,0.908126698463508,FALSE
"NT5C2",-0.10051794978282,0.908126698463508,FALSE
"TXNDC11",-0.0965869764363219,0.908126698463508,FALSE
"CCBL2",-0.120390111861106,0.908126698463508,FALSE
"RAD9A",0.112267880495394,0.908126698463508,FALSE
"MAP6D1",0.183085949275184,0.908126698463508,FALSE
"FABP5",-0.177243254812159,0.908126698463508,FALSE
"AC105760.2",0.179958102133979,0.908126698463508,FALSE
"ABALON",-0.202177310938365,0.908126698463508,FALSE
"MORN3",-0.337998726342096,0.908126698463508,FALSE
"SLC35E2",-0.15514218402074,0.908126698463508,FALSE
"TMEM229B",0.202274305036662,0.908126698463508,FALSE
"AC004076.5",-0.232882025117947,0.908126698463508,FALSE
"CTD-3222D19.8",0.177386971139617,0.908126698463508,FALSE
"NANOS3",0.438838989972849,0.908126698463508,FALSE
"RP5-827C21.4",0.176874124895979,0.908126698463508,FALSE
"DCUN1D4",-0.110054830737193,0.908126698463508,FALSE
"ZNF101",-0.106331222842841,0.908126698463508,FALSE
"CRELD2",-0.160187615505027,0.908126698463508,FALSE
"ATP2B4",0.283835359558643,0.908126698463508,FALSE
"LINC01473",-0.292534865077195,0.908126698463508,FALSE
"ABR",0.108394574856672,0.908126698463508,FALSE
"SLC10A7",-0.126151052176712,0.908126698463508,FALSE
"SUPT5H",0.0947607316848905,0.908126698463508,FALSE
"SDCBP2-AS1",-0.253520817090023,0.908126698463508,FALSE
"FAM46A",-0.199247171707289,0.908126698463508,FALSE
"CDON",0.249606900762766,0.908126698463508,FALSE
"CASZ1",-0.133371293732072,0.908126698463508,FALSE
"SLC25A21-AS1",0.284898275232487,0.908126698463508,FALSE
"MCM10",0.170009193237183,0.908126698463508,FALSE
"TFE3",0.0946521297322148,0.908126698463508,FALSE
"GJB2",0.184454051370247,0.908126698463508,FALSE
"RPS7P1",-0.216089857323883,0.908126698463508,FALSE
"EMP1",-0.26448356723861,0.908126698463508,FALSE
"ZNF124",-0.17107425174694,0.908126698463508,FALSE
"MNDA",-0.303643389738468,0.908126698463508,FALSE
"TBC1D31",-0.145935378930273,0.908126698463508,FALSE
"PTGDR",0.465014675425826,0.908126698463508,FALSE
"SERINC5",-0.116890902792415,0.908126698463508,FALSE
"SNRPB",0.168163653567904,0.908126698463508,FALSE
"CTC-325H20.4",0.174866044662525,0.908126698463508,FALSE
"CXCL2",-0.302144422852422,0.908126698463508,FALSE
"TSPYL4",0.119499747926143,0.908126698463508,FALSE
"AP003774.1",0.411146823319826,0.908126698463508,FALSE
"TMED7",-0.144660490925358,0.908126698463508,FALSE
"RP11-16E18.3",-0.194350505707768,0.908126698463508,FALSE
"SAMD12",-0.153055121509397,0.908328916565173,FALSE
"STC2",0.337552886865879,0.908492151028121,FALSE
"PRR16",-0.233614510999068,0.908492151028121,FALSE
"RP11-291L22.6",0.197525368932858,0.908492151028121,FALSE
"SLC7A11",-0.262954304721521,0.908492151028121,FALSE
"CCDC125",-0.109125102849563,0.908492151028121,FALSE
"PEX6",-0.219771676582633,0.908492151028121,FALSE
"RASSF9",-0.311483394695214,0.908492151028121,FALSE
"CTB-131K11.1",0.135834044312507,0.908492151028121,FALSE
"HERC4",-0.113929073436055,0.908492151028121,FALSE
"FBXO27",0.330189747673305,0.908492151028121,FALSE
"RPAP2",-0.117514101553193,0.908492151028121,FALSE
"ATF6B",0.0943944664177187,0.908492151028121,FALSE
"USP15",-0.100785718126146,0.908492151028121,FALSE
"KRT8P48",0.305474774067175,0.908878377710996,FALSE
"NGFR",0.399155338482847,0.908878377710996,FALSE
"FAM185BP",-0.277139961332771,0.908878377710996,FALSE
"SSR1",-0.0989150760486679,0.908878377710996,FALSE
"CXorf56",0.10012726167823,0.908878377710996,FALSE
"RAB20",0.125873510895373,0.908878377710996,FALSE
"CTD-2227E11.1",0.271122575725926,0.908878377710996,FALSE
"AC114494.1",-0.245076770569889,0.908878377710996,FALSE
"FMR1",-0.13329560628646,0.908878377710996,FALSE
"ANXA7",0.0873121606095812,0.908878377710996,FALSE
"MBNL1-AS1",0.3505157893763,0.908878377710996,FALSE
"CLCA1",0.721507302172557,0.908878377710996,FALSE
"NPIPB3",-0.248529309780314,0.908878377710996,FALSE
"DPP4",0.308372736417113,0.908878377710996,FALSE
"MIER1",-0.153322835881524,0.908878377710996,FALSE
"ZFP91",-0.0992969013655389,0.908878377710996,FALSE
"MED12",0.111273114289585,0.908878377710996,FALSE
"NCS1",0.219530808244492,0.909193372111441,FALSE
"PAQR8",-0.20449237944013,0.909193372111441,FALSE
"FBXO33",-0.0796752292169026,0.909193372111441,FALSE
"C5orf42",-0.231818491624389,0.909193372111441,FALSE
"CAMTA1",-0.0881695527085807,0.909193372111441,FALSE
"PQBP1",0.145847762357166,0.909193372111441,FALSE
"LINC01588",0.166026096503057,0.909193372111441,FALSE
"TNFSF15",-0.185542290894495,0.909193372111441,FALSE
"TMEM240",0.212742705619518,0.909193372111441,FALSE
"PLK2",0.234075738704411,0.909193372111441,FALSE
"SNX22",-0.182397849614033,0.909193372111441,FALSE
"GALNT6",-0.204659280508844,0.909193372111441,FALSE
"ZSCAN16",0.104745586447716,0.909193372111441,FALSE
"PARP16",0.0857978228835155,0.909193372111441,FALSE
"GABRP",-0.563471180616522,0.909193372111441,FALSE
"ZNF335",0.107895639962426,0.909193372111441,FALSE
"ZSCAN29",0.0889489789374265,0.909193372111441,FALSE
"KLHL22",-0.139869666663171,0.909193372111441,FALSE
"CTAGE7P",0.237167092804229,0.909193372111441,FALSE
"C2orf68",0.0696231018489131,0.909193372111441,FALSE
"KCNJ2",-0.202027988612055,0.909193372111441,FALSE
"GPR110",-0.42045654174065,0.909193372111441,FALSE
"TUBD1",-0.127063614674823,0.909193372111441,FALSE
"RP11-481C4.2",-0.268244588519219,0.909193372111441,FALSE
"FMN1",-0.170537542515303,0.909193372111441,FALSE
"KCND1",0.200125405971542,0.909193372111441,FALSE
"ZNF451",-0.127762532514305,0.909193372111441,FALSE
"AGBL2",0.18479498821165,0.909193372111441,FALSE
"NCOA7",-0.15864961365659,0.909193372111441,FALSE
"HOMER1",-0.206776615397995,0.909193372111441,FALSE
"ZNF644",-0.116714428771382,0.909193372111441,FALSE
"LAS1L",0.134101533381733,0.909193372111441,FALSE
"MITD1",0.0979827057354488,0.909193372111441,FALSE
"CENPBD1P1",-0.0815381798692289,0.909193372111441,FALSE
"LMNTD2",0.186568190670011,0.909193372111441,FALSE
"MT-ATP6",0.184873248407567,0.909193372111441,FALSE
"METTL21A",0.0947731345117085,0.909193372111441,FALSE
"SLC23A3",0.234454510987452,0.909193372111441,FALSE
"ARIH1",-0.0944237278959096,0.909193372111441,FALSE
"STARD7-AS1",0.0898064566012036,0.909193372111441,FALSE
"LRRC36",0.332186400119551,0.909193372111441,FALSE
"COL15A1",-0.26231995472175,0.909193372111441,FALSE
"RASA4CP",0.200913451628311,0.909193372111441,FALSE
"BEST1",-0.183840376261289,0.909193372111441,FALSE
"RP5-1112D6.8",-0.222948144949634,0.909193372111441,FALSE
"DENND6B",0.137594745310215,0.909193372111441,FALSE
"GRPEL2",-0.121111255767495,0.909193372111441,FALSE
"ZBTB26",0.119397964598695,0.909193372111441,FALSE
"RP4-794H19.1",0.203490554021174,0.909193372111441,FALSE
"RPS6KA1",-0.135846318341032,0.909193372111441,FALSE
"FXYD6",0.346496192345278,0.909193372111441,FALSE
"PSME3",-0.0902525400167137,0.909193372111441,FALSE
"DNASE2",0.103030799237361,0.909193372111441,FALSE
"TNRC6C-AS1",0.156764423128564,0.909193372111441,FALSE
"GSDMD",-0.15900815780533,0.909193372111441,FALSE
"SPAG4",0.191806031140467,0.909193372111441,FALSE
"S100B",0.333216794345326,0.909193372111441,FALSE
"CLDN11",0.364589918267269,0.909193372111441,FALSE
"RNF7",0.0828157476395317,0.909193372111441,FALSE
"PRICKLE4",0.133449719782232,0.909193372111441,FALSE
"SCAMP1",-0.116953994397105,0.909193372111441,FALSE
"GPR133",0.318654003415505,0.909193372111441,FALSE
"IGKV1-9",-0.497225346699376,0.909193372111441,FALSE
"BDKRB2",-0.177637318988852,0.909193372111441,FALSE
"GTF2E1",0.0784712525371824,0.909193372111441,FALSE
"PCBD2",-0.0964776628474354,0.909193372111441,FALSE
"ELP4",0.0829471955000882,0.909193372111441,FALSE
"TRPA1",-0.352476259026023,0.909193372111441,FALSE
"VIP",0.527900382121187,0.909193372111441,FALSE
"IGLV1-44",-0.475100536811908,0.909193372111441,FALSE
"GSPT2",0.265079276851631,0.909193372111441,FALSE
"IFNAR1",-0.0904391299726961,0.909193372111441,FALSE
"RP11-517P14.2",0.161004084120811,0.909193372111441,FALSE
"SREK1",-0.135848215580978,0.909193372111441,FALSE
"NOL11",-0.107897419601617,0.909193372111441,FALSE
"ANKHD1-EIF4EBP3",-0.153147094196503,0.909193372111441,FALSE
"PRPS1",0.127458232314419,0.909193372111441,FALSE
"RP11-379B18.5",-0.262009609239465,0.909193372111441,FALSE
"MRGPRF",0.3597050759726,0.909193372111441,FALSE
"ANKRD61",-0.249346954506257,0.909193372111441,FALSE
"ZDHHC2",-0.234406975315027,0.909193372111441,FALSE
"RP4-605O3.4",-0.195521590542184,0.909193372111441,FALSE
"MST1R",0.15779441174481,0.909193372111441,FALSE
"RP11-98D18.9",0.194682683787935,0.909193372111441,FALSE
"HSF2BP",0.20022669703993,0.909193372111441,FALSE
"SOX12",0.188798631209618,0.909193372111441,FALSE
"POLR3D",-0.10882027764258,0.909193372111441,FALSE
"CCS",0.110813967493975,0.909193372111441,FALSE
"SOCS2-AS1",0.196648049431666,0.909193372111441,FALSE
"CPE",-0.28633294382351,0.909193372111441,FALSE
"CRTC2",0.0888691695394527,0.909193372111441,FALSE
"ITGB1BP2",0.229536464412884,0.909193372111441,FALSE
"KCNMA1",0.429999630256846,0.909193372111441,FALSE
"PLEKHA2",-0.1302358089514,0.909193372111441,FALSE
"HIST1H2BH",-0.326327630095389,0.909193372111441,FALSE
